Name,Age,Net_Worth,Income Source,Citizenship
"Henry Sy, Jr. ",69.0,$2.8 B,Diversified ,Philippines
Martin Lorentzon ,53.0,$2.9 B,Technology ,Sweden
Noam Gottesman ,60.0,$2.3 B,Finance & Investments ,United States
Michael Platt ,54.0,$15.2 B,Finance & Investments ,United Kingdom
Alexandre Behring ,55.0,$5.1 B,Finance & Investments ,Brazil
Boris Jordan ,55.0,$1 B,Manufacturing ,United States
Robert Rowling ,68.0,$4.5 B,Service ,United States
Qin Yinglin ,56.0,$24.1 B,Food & Beverage ,China
Ashok Soota ,79.0,$1.1 B,Technology ,India
Aerin Lauder ,51.0,$3.5 B,Fashion & Retail ,United States
John Arnold ,48.0,$3.3 B,Finance & Investments ,United States
Martua Sitorus ,62.0,$2.9 B,Manufacturing ,Indonesia
Charles Koch ,86.0,$60 B,Diversified ,United States
Manfredi Lefebvre d'Ovidio & family ,68.0,$1.5 B,Service ,Italy
Shum Chiu Hung & family ,52.0,$1.2 B,Real Estate ,China
"Julian Robertson, Jr. ",89.0,$4.8 B,Finance & Investments ,United States
Frank Wang ,41.0,$4.8 B,Technology ,China
Kommer Damen ,78.0,$2.3 B,Manufacturing ,Netherlands
Chen Fashu ,61.0,$5.2 B,Finance & Investments ,China
Daniel Hirschfeld ,80.0,$1.4 B,Fashion & Retail ,United States
Hongbo Fang ,55.0,$1.4 B,Manufacturing ,China
Bo Wu ,67.0,$1.4 B,Manufacturing ,China
Hemendra Kothari ,75.0,$1.5 B,Finance & Investments ,India
Steven Rales ,71.0,$8.4 B,Manufacturing ,United States
Klaus-Peter Schulenberg ,70.0,$3.1 B,Service ,Germany
Wang Yanqing & family ,75.0,$1.7 B,Manufacturing ,China
Vladimir Potanin ,61.0,$17.3 B,Metals & Mining ,Russia
Li Wenmei & family ,59.0,$1.1 B,Healthcare ,China
Steven Klinsky ,65.0,$3.4 B,Finance & Investments ,United States
Kwek Leng Kee ,67.0,$2.1 B,Diversified ,Singapore
Ludwig Theodor Braun ,32.0,$1.2 B,Healthcare ,Germany
Koos Bekker ,69.0,$2.3 B,Media & Entertainment ,South Africa
Polys Haji-Ioannou ,62.0,$1 B,Service ,Cyprus
Marcel Herrmann Telles ,72.0,$10.3 B,Food & Beverage ,Brazil
Michael Heine ,72.0,$1.2 B,Finance & Investments ,Australia
Eric Schmidt ,66.0,$22.1 B,Technology ,United States
Michaela Herz ,,$1.1 B,Finance & Investments ,Germany
Wu Peifu & family ,60.0,$1.2 B,Manufacturing ,China
Michael Kim ,58.0,$7.5 B,Finance & Investments ,United States
Jerry Jones ,79.0,$10.6 B,Sports ,United States
Martin & Olivier Bouygues ,,$4.2 B,Construction & Engineering ,France
Samvel Karapetyan ,56.0,$1.1 B,Construction & Engineering ,Russia
Katsumi Tada ,76.0,$2.4 B,Real Estate ,Japan
Jose Maria Aristrain ,59.0,$1.2 B,Metals & Mining ,Spain
Pan Gang ,51.0,$1.3 B,Food & Beverage ,China
Robert Mouawad ,77.0,$1.5 B,Service ,Lebanon
Jeff Lawson ,44.0,$1 B,Technology ,United States
Alexander Knauf ,47.0,$1.1 B,Manufacturing ,Germany
Lee Hae-jin ,54.0,$2.1 B,Technology ,South Korea
Hussain Sajwani ,69.0,$2.7 B,Real Estate ,United Arab Emirates
Charles Edelstenne ,84.0,$3.7 B,Manufacturing ,France
Zhou Mingjie ,64.0,$1.3 B,Technology ,China
Herb Chambers ,80.0,$2 B,Automotive ,United States
Shlomo Eliahu ,86.0,$1.3 B,Finance & Investments ,Israel
Kuldip Singh Dhingra ,74.0,$3.8 B,Manufacturing ,India
D. Leopoldo Del Pino ,59.0,$1.9 B,Construction & Engineering ,Spain
Lucio Tan ,87.0,$1.2 B,Diversified ,Philippines
Nigel Austin ,51.0,$1.8 B,Fashion & Retail ,Australia
Deepak Mehta,65,$2.05B,chemicals,India
Donald Foss ,77.0,$1.7 B,Automotive ,United States
Christoph Henkel ,64.0,$1.4 B,Fashion & Retail ,Germany
Yoshikazu Tanaka ,45.0,$1.2 B,Technology ,Japan
John Doerr ,70.0,$12.7 B,Technology ,United States
Masahiro Miki ,66.0,$3 B,Fashion & Retail ,Japan
Lily Safra ,87.0,$1.3 B,Finance & Investments ,Monaco
Ronald Clarke ,66.0,$1 B,Technology ,United States
John Morris ,74.0,$6 B,Fashion & Retail ,United States
Andres Santo Domingo ,43.0,$1.6 B,Food & Beverage ,United States
Shanbing Huang & family ,65.0,$1.2 B,Technology ,China
Tse Ping & family ,70.0,$5.7 B,Healthcare ,China
Charoen Sirivadhanabhakdi ,77.0,$12 B,Food & Beverage ,Thailand
Les Wexner & family ,84.0,$5.8 B,Fashion & Retail ,United States
Chang Kuo-Ming ,,$1.8 B,Logistics ,Taiwan
Igor Altushkin ,51.0,$1.8 B,Metals & Mining ,Russia
Murdaya Poo ,81.0,$1.2 B,Diversified ,Indonesia
Donald Bren ,89.0,$16.2 B,Real Estate ,United States
Kiran Mazumdar-Shaw ,69.0,$3.3 B,Healthcare ,India
John Overdeck ,52.0,$6.5 B,Finance & Investments ,United States
Peter Grogg ,80.0,$5.3 B,Healthcare ,Switzerland
Hong Feng ,45.0,$1.2 B,Technology ,China
Tom Persson ,37.0,$1.5 B,Fashion & Retail ,Sweden
Viktor Vekselberg ,64.0,$5.5 B,Energy ,Russia
Maggie Hardy Knox ,56.0,$1.4 B,Service ,United States
Don Vultaggio & family ,70.0,$3.9 B,Food & Beverage ,United States
Chenghai Ye & family ,78.0,$3.4 B,Healthcare ,Hong Kong
Qiu Guanghe & family ,70.0,$3.4 B,Fashion & Retail ,China
Lam Wai-ying ,,$4.3 B,Manufacturing ,Hong Kong
Vikas Oberoi,52,$3.5B,real estate,India
Peter Woo ,75.0,$17 B,Real Estate ,Hong Kong
Hope Welker ,36.0,$2.2 B,Metals & Mining ,Australia
Eric Douglas ,53.0,$3.5 B,Diversified ,Sweden
Liu Hanyuan ,58.0,$13.65 B,Food & Beverage ,China
Carl DeSantis ,82.0,$1 B,Food & Beverage ,United States
Luiza Helena Trajano ,70.0,$1.4 B,Fashion & Retail ,Brazil
David Girouard ,56.0,$1.2 B,Finance & Investments ,United States
Lv Jianming ,57.0,$1.6 B,Healthcare ,Hong Kong
Vicky Safra ,69.0,$7.4 B,Finance & Investments ,Greece
Chu Lam Yiu ,52.0,$2.3 B,Manufacturing ,Hong Kong
Rustem Sulteev ,68.0,$1.3 B,Energy ,Russia
Chen Zhiping ,46.0,$5.4 B,Manufacturing ,China
Jed McCaleb ,47.0,$2.5 B,Finance & Investments ,United States
Richard Chang ,75.0,$1.4 B,Real Estate ,Taiwan
Ramesh Juneja,67,$3.5B,"pharmaceuticals, Self Made",India
John Krystynak ,53.0,$1.2 B,Media & Entertainment ,United States
Sebastian Glaser ,,$1.6 B,Technology ,Germany
Yusaku Maezawa ,46.0,$1.9 B,Technology ,Japan
Fredrik Lundberg ,70.0,$6 B,Real Estate ,Sweden
Dalong Lv ,60.0,$1.2 B,Telecom ,China
Miao Hangen ,57.0,$6.3 B,Diversified ,China
Steven Spielberg ,75.0,$3.7 B,Media & Entertainment ,United States
Ralph Lauren ,82.0,$6.9 B,Fashion & Retail ,United States
Wei Fang ,48.0,$5 B,Manufacturing ,China
Christopher Hohn ,55.0,$7.9 B,Finance & Investments ,United Kingdom
Roberto Hernandez Ramirez ,80.0,$1.9 B,Finance & Investments ,Mexico
Bhawari Bai Surana ,76.0,$1 B,Healthcare ,India
Charlene de Carvalho-Heineken & family ,67.0,$15.2 B,Food & Beverage ,Netherlands
Carl Douglas ,60.0,$3.5 B,Diversified ,Sweden
Abhay Vakil,paints,$6.25B,India,"Bachelor of Arts/Science, Syracuse University; Bachelor of Arts/Science, University of Mumbai"
Ronald Wanek ,80.0,$5.5 B,Manufacturing ,United States
Huang Hongyun & family ,55.0,$1.2 B,Real Estate ,China
David Golub ,59.0,$1.1 B,Finance & Investments ,United States
David Velez ,40.0,$6.5 B,Finance & Investments ,Colombia
Willis Johnson ,74.0,$1.9 B,Automotive ,United States
Lee Yin Yee ,70.0,$4.2 B,Manufacturing ,China
Kejian Cao ,59.0,$1.1 B,Manufacturing ,China
Lu Hongyan ,44.0,$1.2 B,Media & Entertainment ,China
Prajogo Pangestu ,77.0,$5.6 B,Diversified ,Indonesia
Yuri Kovalchuk ,70.0,$1.3 B,Finance & Investments ,Russia
Pawan Munjal & family ,68.0,$3.1 B,Automotive ,India
Helena Revoredo ,75.0,$1.2 B,Service ,Spain
Kenneth Feld & family ,73.0,$2.3 B,Media & Entertainment ,United States
Adam Foroughi ,41.0,$1.3 B,Media & Entertainment ,United States
Lina Tombolato ,74.0,$1.4 B,Finance & Investments ,Italy
John Gandel ,87.0,$3.3 B,Real Estate ,Australia
Diane Hendricks ,75.0,$10.7 B,Construction & Engineering ,United States
Alberto Palatchi ,72.0,$1.7 B,Fashion & Retail ,Spain
Ming Tian ,68.0,$2.2 B,Technology ,China
Johan Johannson ,55.0,$1.4 B,Fashion & Retail ,Norway
Felix Baker ,53.0,$2.8 B,Finance & Investments ,United States
Marcos Galperin ,,$3.9 B,Technology ,Argentina
Soichiro Fukutake ,76.0,$1.1 B,Service ,Japan
Alexis Lê-Quôc ,47.0,$2.8 B,Technology ,United States
"Alfred West, Jr. ",79.0,$1.3 B,Finance & Investments ,United States
John Fredriksen ,77.0,$11.9 B,Logistics ,Cyprus
Tyler Perry ,52.0,$1 B,Media & Entertainment ,United States
Naguib Sawiris ,67.0,$3.4 B,Telecom ,Egypt
Anne Beaufour ,58.0,$2.6 B,Healthcare ,France
Riley Bechtel & family ,70.0,$2.9 B,Construction & Engineering ,United States
Martin Ebner ,76.0,$3.6 B,Finance & Investments ,Switzerland
G.V. Prasad ,61.0,$1 B,Healthcare ,India
Todd Christopher ,59.0,$3 B,Fashion & Retail ,United States
Changtian Wang ,56.0,$1.9 B,Media & Entertainment ,China
Lorenzo Fertitta ,53.0,$2.6 B,Sports ,United States
Samuel Tak Lee ,82.0,$4.1 B,Real Estate ,Hong Kong
Micky Jagtiani,70,$3B,retail,India
Li Zhenguo & family ,54.0,$12.9 B,Manufacturing ,China
Zhong Huijuan ,61.0,$8.1 B,Healthcare ,China
Leena Tewari,65,$3.7B,pharmaceuticals,India
Raj Kumar & Kishin RK ,67.0,$2.6 B,Real Estate ,Singapore
Alexander Abramov ,63.0,$5.5 B,Metals & Mining ,Russia
Aziz Akhannouch & family ,61.0,$2 B,Diversified ,Morocco
Lucia Maggi & family ,89.0,$6.9 B,Diversified ,Brazil
Daniel Pritzker ,62.0,$2.6 B,Finance & Investments ,United States
Jeff Sprecher ,67.0,$1 B,Finance & Investments ,United States
Kwon Hyuk-bin ,48.0,$6.8 B,Technology ,South Korea
Ray Lee Hunt ,78.0,$6.5 B,Energy ,United States
Andre Esteves ,53.0,$5.8 B,Finance & Investments ,Brazil
Yuequn Tao ,62.0,$1.8 B,Fashion & Retail ,China
Nerio Alessandri ,60.0,$1.4 B,Manufacturing ,Italy
Frank VanderSloot ,73.0,$2.9 B,Fashion & Retail ,United States
Billy Joe (Red) McCombs ,94.0,$1.7 B,Diversified ,United States
David Cheriton ,71.0,$10.9 B,Technology ,Canada
Du Shuanghua ,57.0,$1.4 B,Manufacturing ,China
Mustafa Rahmi Koc ,91.0,$1.5 B,Diversified ,Turkey
Michel Leclercq & family ,82.0,$3.8 B,Fashion & Retail ,France
Vijay Shekhar Sharma ,43.0,$1.2 B,Service ,India
Adam Kwok ,39.0,$2.3 B,Real Estate ,Hong Kong
Li Chunan ,53.0,$5.4 B,Manufacturing ,China
Henri Beaufour ,56.0,$2.6 B,Healthcare ,France
Zhao Lixin ,56.0,$4 B,Technology ,China
Arvind Poddar ,64.0,$3 B,Automotive ,India
David Hoffmann ,69.0,$1.3 B,Diversified ,United States
Edward Kwok ,41.0,$1.5 B,Real Estate ,Hong Kong
Gerard Wertheimer ,71.0,$31.2 B,Fashion & Retail ,France
Jacqueline Mars ,82.0,$31.7 B,Food & Beverage ,United States
Sue Gross ,72.0,$1.6 B,Finance & Investments ,United States
Alec Gores ,69.0,$2.6 B,Finance & Investments ,United States
Qi Shi & family ,52.0,$9.9 B,Technology ,China
Chao Teng-hsiung ,77.0,$2.4 B,Real Estate ,Taiwan
Shen Xiqiang & family ,74.0,$2 B,Energy ,China
Huh Jae-myung ,50.0,$1.7 B,Manufacturing ,South Korea
Dang Yanbao ,49.0,$14.8 B,Metals & Mining ,China
Tom Werner ,71.0,$1.6 B,Sports ,United States
